batches,total,timeTaken,committedOperations,failedOperations,failedBatches,retries,errorMessages,batch,operations,wasTerminated,failedParams
60,59658,71,59658,0,0,0,{},"{total:60,committed:60,failed:0,errors:{}}","{total:59658,committed:59658,failed:0,errors:{}}",false,{}
